Phường Quảng An,Tây Hồ,Hà Nội,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư tại D’. Le Roi Soleil,234 m²,"30,5 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 2; Số căn hộ: 498,"Giá T10/22: 75,7 tr/m²; Giá T11/22: 79,6 tr/m²; Giá T12/22: 77,3 tr/m²; Giá T1/23: 73 tr/m²; Giá T2/23: 82,2 tr/m²; Giá T3/23: 81,3 tr/m²; Giá T4/23: 85,2 tr/m²; Giá T5/23: 77,2 tr/m²; Giá T6/23: 70,3 tr/m²; Giá T7/23: 78,7 tr/m²; Giá T8/23: 75,8 tr/m²; Giá T9/23: 86,2 tr/m²; Giá T10/23: 86,2 tr/m²; Giá T11/23: 90,9 tr/m²; Giá T12/23: 90,4 tr/m²; Giá T1/24: 90,9 tr/m²; Giá T2/24: 89,2 tr/m²; Giá T3/24: 93,7 tr/m²; Giá T4/24: 87,9 tr/m²; Giá T5/24: 85,6 tr/m²; Giá T6/24: 102,5 tr/m²; Giá T7/24: 106,8 tr/m²; Giá T8/24: 106,2 tr/m²; Giá T9/24: 104,4 tr/m²; Giá T10/24: 112 tr/m²;  ","62,5 104,2; 65,6 98,9; 64,4 97,6; 60 108,9; 68,2 101,8; 64,1 110,8; 63,7 105,8; 63,8 96,4; 62,8 88,9; 65 97,1; 60,4 90,3; 60,5 102,8; 63,8 145; 64,2 105,3; 67,6 121,7; 70,9 110,9; 68,8 134,1; 73 130,4; 71,6 129,7; 67,8 114,4; 71,9 130,3; 84,2 143,6; 80,9 139,3; 79,5 148,9; 80,8 141,2"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH Đầu tư C.T.L,PentStudio,Căn hộ chung cư tại PentStudio,58 m²,"4,5 tỷ",Không có thông tin,Không có thông tin,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T11/22: 53,3 tr/m²; Giá T12/22: 63,1 tr/m²; Giá T1/23: 69,6 tr/m²; Giá T2/23: 64,4 tr/m²; Giá T3/23: 67,9 tr/m²; Giá T3/23: 67,9 tr/m²; Giá T4/23: 70,5 tr/m²; Giá T5/23: 65,6 tr/m²; Giá T6/23: 63,5 tr/m²; Giá T7/23: 63,2 tr/m²; Giá T8/23: 63,2 tr/m²; Giá T9/23: 63 tr/m²; Giá T10/23: 63,8 tr/m²; Giá T11/23: 65,8 tr/m²; Giá T12/23: 69,6 tr/m²; Giá T1/24: 69,3 tr/m²; Giá T2/24: 65,8 tr/m²; Giá T3/24: 69 tr/m²; Giá T4/24: 74,5 tr/m²; Giá T5/24: 71,4 tr/m²; Giá T6/24: 76,6 tr/m²; Giá T7/24: 84,9 tr/m²; Giá T8/24: 79,8 tr/m²; Giá T9/24: 81,2 tr/m²; Giá T10/24: 82,8 tr/m²;  ","47,4 68,1; 49,3 106,7; 61,6 77,3; 59,6 87,6; 63,3 99,7; 63,3 99,7; 63,3 90,5; 63,1 79,3; 58,6 79,8; 56,8 87,6; 57 86,5; 57,6 134; 58,8 76,7; 59 85,8; 64,9 93,8; 58,4 108,3; 58,3 74,3; 63,2 78,6; 64,5 99,9; 65,9 98,4; 65,9 98,6; 67,4 163,6; 67,3 121,5; 68,6 111,1; 73,7 106,7"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra,121 m²,6 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Tây - Bắc,Số tòa: 50,"Giá T10/22: 43,5 tr/m²; Giá T11/22: 43,3 tr/m²; Giá T12/22: 45,4 tr/m²; Giá T1/23: 43,1 tr/m²; Giá T2/23: 46 tr/m²; Giá T3/23: 46,2 tr/m²; Giá T4/23: 43,7 tr/m²; Giá T5/23: 43,7 tr/m²; Giá T6/23: 47 tr/m²; Giá T7/23: 44,3 tr/m²; Giá T8/23: 44,7 tr/m²; Giá T9/23: 45,8 tr/m²; Giá T10/23: 46,7 tr/m²; Giá T11/23: 46,9 tr/m²; Giá T12/23: 47,3 tr/m²; Giá T1/24: 47,8 tr/m²; Giá T2/24: 45,5 tr/m²; Giá T3/24: 50,8 tr/m²; Giá T4/24: 55,3 tr/m²; Giá T5/24: 59,6 tr/m²; Giá T6/24: 57,9 tr/m²; Giá T7/24: 63,2 tr/m²; Giá T8/24: 62,4 tr/m²; Giá T9/24: 66,3 tr/m²; Giá T10/24: 72 tr/m²;  ","35,9 58,2; 35,3 67,2; 35,9 64,9; 35 52; 34,1 68,4; 34,6 73,5; 35,7 53,9; 35 60,9; 35,5 67,1; 36 66,1; 35,9 65,5; 36,1 65,9; 39,3 65,8; 37,6 65,6; 36,1 64,9; 41,3 60,7; 37,4 57,9; 43,8 66,4; 49 69,1; 48,2 77; 48 80,4; 49,4 87,5; 52 84,4; 54,1 84,4; 58,9 90,9"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty CP Nam Hưng - Nahucorp,Endless Skyline West Lake,Căn hộ chung cư tại Endless Skyline West Lake,"83,3 m²",9 tỷ,2 phòng,2 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Bắc,Số tòa: 1; Số căn hộ: 365,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",52 m²,"1,15 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",50 m²,"1,8 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Bưởi,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Lạc Long Quân",52 m²,900 triệu,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Bưởi,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Trích Sài",55 m²,"1,98 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại phố Lò Đúc,50 m²,"14,2 tỷ",4 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,"3,4 m",Không có thông tin,Không có thông tin,Số tầng: 4 tầng,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",50 m²,Thỏa thuận,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Thụy Khuê,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Trích Sài",34 m²,"1,28 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Võ Chí Công",32 m²,790 triệu,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường An Dương Vương",50 m²,"1,68 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Phù Chẩn,Từ Sơn,Bắc Ninh,CÔNG TY TNHH BẮC NINH VIỆT NHÂN,Centa City,"Nhà biệt thự, liền kề tại Centa City",135 m²,"7,71 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,9 m,Nam,Nam,Đường vào: 13 m; Số tầng: 3 tầng,"Giá T10/22: 63,7 tr/m²; Giá T11/22: 59 tr/m²; Giá T12/22: 55,6 tr/m²; Giá T1/23: 57 tr/m²; Giá T2/23: 57,5 tr/m²; Giá T3/23: 57,8 tr/m²; Giá T4/23: 53,7 tr/m²; Giá T5/23: 51,6 tr/m²; Giá T6/23: 55,6 tr/m²; Giá T7/23: 51,8 tr/m²; Giá T8/23: 51,9 tr/m²; Giá T9/23: 70,1 tr/m²; Giá T10/23: 48,3 tr/m²; Giá T11/23: 47,9 tr/m²; Giá T12/23: 49,7 tr/m²; Giá T1/24: 49,1 tr/m²; Giá T2/24: 48,4 tr/m²; Giá T3/24: 49,6 tr/m²; Giá T4/24: 52,6 tr/m²; Giá T5/24: 63 tr/m²; Giá T6/24: 57 tr/m²; Giá T7/24: 57 tr/m²; Giá T8/24: 57 tr/m²; Giá T9/24: 57 tr/m²; Giá T10/24: 57,8 tr/m²;  ","56,4 94,1; 55,2 95,9; 52,7 89,2; 54,8 93,8; 54,8 93,8; 53,3 94; 51,1 72,2; 49,2 63,4; 48,1 93,4; 47,9 81,4; 46,7 83,3; 48,1 78,4; 47,1 70,4; 46 65,6; 47,1 90,8; 47,3 66,5; 47,4 63,7; 48,1 57,5; 48,4 60,4; 51,8 85,4; 54,2 86,6; 55,9 83,3; 55,6 69,3; 55,6 71,4; 56,3 83,7"
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",52 m²,"2,09 tỷ",2 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Võ Chí Công",52 m²,"1,8 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Tây - Nam,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",52 m²,"1,7 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Không có thông tin,Đông - Bắc,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Nhật Tân,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường An Dương Vương",35 m²,"1,4 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Nhật Tân,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường An Dương Vương",48 m²,"1,68 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường An Dương",50 m²,990 triệu,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Không có thông tin,Đông - Nam,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",52 m²,"1,15 tỷ",Không có thông tin,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại phường Xuân La",55 m²,"1,65 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",52 m²,"1,99 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại phường Xuân La",52 m²,"1,95 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân La,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại đường Xuân La",52 m²,"1,17 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,"Chung cư mini, căn hộ dịch vụ tại phường Phú Thượng",39 m²,46 triệu/m²,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Nam,Nam,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Nhật Tân,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Âu Cơ,68 m²,"13,6 tỷ",9 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"5,3 m",Đông - Nam,Đông - Nam,Đường vào: 6 m; Số tầng: 6 tầng,Giá T10/22: 170 tr/m²; Giá T11/22: 155 tr/m²; Giá T12/22: 159 tr/m²; Giá T1/23: 191 tr/m²; Giá T2/23: 164 tr/m²; Giá T3/23: 177 tr/m²; Giá T4/23: 162 tr/m²; Giá T5/23: 170 tr/m²; Giá T6/23: 163 tr/m²; Giá T7/23: 169 tr/m²; Giá T8/23: 175 tr/m²; Giá T9/23: 174 tr/m²; Giá T10/23: 172 tr/m²; Giá T11/23: 188 tr/m²; Giá T12/23: 184 tr/m²; Giá T1/24: 201 tr/m²; Giá T2/24: 212 tr/m²; Giá T3/24: 221 tr/m²; Giá T4/24: 201 tr/m²; Giá T5/24: 210 tr/m²; Giá T6/24: 208 tr/m²; Giá T7/24: 202 tr/m²; Giá T8/24: 196 tr/m²; Giá T9/24: 204 tr/m²; Giá T10/24: 222 tr/m²;  ,83 392; 90 342; 80 401; 104 415; 79 358; 95 350; 95 340; 94 322; 96 311; 94 302; 84 300; 105 320; 88 291; 91 297; 108 263; 130 294; 120 332; 112 354; 112 324; 120 336; 126 317; 129 322; 101 329; 116 320; 115 414
Phường Thụy Khuê,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Thụy Khuê,30 m²,"7,2 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Co Cấp,"3,5 m",Đông - Nam,Đông - Nam,Đường vào: 3 m; Số tầng: 6 tầng,Giá T10/22: 157 tr/m²; Giá T11/22: 165 tr/m²; Giá T12/22: 153 tr/m²; Giá T1/23: 136 tr/m²; Giá T2/23: 152 tr/m²; Giá T3/23: 143 tr/m²; Giá T4/23: 154 tr/m²; Giá T5/23: 150 tr/m²; Giá T6/23: 153 tr/m²; Giá T7/23: 163 tr/m²; Giá T8/23: 160 tr/m²; Giá T9/23: 160 tr/m²; Giá T10/23: 158 tr/m²; Giá T11/23: 162 tr/m²; Giá T12/23: 158 tr/m²; Giá T1/24: 164 tr/m²; Giá T2/24: 180 tr/m²; Giá T3/24: 181 tr/m²; Giá T4/24: 204 tr/m²; Giá T5/24: 197 tr/m²; Giá T6/24: 208 tr/m²; Giá T7/24: 204 tr/m²; Giá T8/24: 210 tr/m²; Giá T9/24: 216 tr/m²; Giá T10/24: 237 tr/m²;  ,100 299; 100 309; 100 301; 93 238; 98 299; 93 278; 100 323; 92 282; 105 272; 107 287; 106 292; 100 300; 92 264; 103 280; 107 284; 105 290; 103 302; 110 300; 134 347; 134 322; 139 343; 135 337; 145 318; 151 369; 158 409
Phường Nhật Tân,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Lạc Long Quân,60 m²,"19,5 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,Không có thông tin,Không có thông tin,Đường vào: 7 m; Số tầng: 5 tầng,Giá T10/22: 170 tr/m²; Giá T11/22: 155 tr/m²; Giá T12/22: 159 tr/m²; Giá T1/23: 191 tr/m²; Giá T2/23: 164 tr/m²; Giá T3/23: 177 tr/m²; Giá T4/23: 162 tr/m²; Giá T5/23: 170 tr/m²; Giá T6/23: 163 tr/m²; Giá T7/23: 169 tr/m²; Giá T8/23: 175 tr/m²; Giá T9/23: 174 tr/m²; Giá T10/23: 172 tr/m²; Giá T11/23: 188 tr/m²; Giá T12/23: 184 tr/m²; Giá T1/24: 201 tr/m²; Giá T2/24: 212 tr/m²; Giá T3/24: 221 tr/m²; Giá T4/24: 201 tr/m²; Giá T5/24: 210 tr/m²; Giá T6/24: 208 tr/m²; Giá T7/24: 202 tr/m²; Giá T8/24: 196 tr/m²; Giá T9/24: 204 tr/m²; Giá T10/24: 222 tr/m²;  ,83 392; 90 342; 80 401; 104 415; 79 358; 95 350; 95 340; 94 322; 96 311; 94 302; 84 300; 105 320; 88 291; 91 297; 108 263; 130 294; 120 332; 112 354; 112 324; 120 336; 126 317; 129 322; 101 329; 116 320; 115 414
Phường Nhật Tân,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại đường Lạc Long Quân,46 m²,"8,2 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Không có thông tin,Không có thông tin,Đường vào: 3 m; Số tầng: 4 tầng,Giá T10/22: 170 tr/m²; Giá T11/22: 155 tr/m²; Giá T12/22: 159 tr/m²; Giá T1/23: 191 tr/m²; Giá T2/23: 164 tr/m²; Giá T3/23: 177 tr/m²; Giá T4/23: 162 tr/m²; Giá T5/23: 170 tr/m²; Giá T6/23: 163 tr/m²; Giá T7/23: 169 tr/m²; Giá T8/23: 175 tr/m²; Giá T9/23: 174 tr/m²; Giá T10/23: 172 tr/m²; Giá T11/23: 188 tr/m²; Giá T12/23: 184 tr/m²; Giá T1/24: 201 tr/m²; Giá T2/24: 212 tr/m²; Giá T3/24: 221 tr/m²; Giá T4/24: 201 tr/m²; Giá T5/24: 210 tr/m²; Giá T6/24: 208 tr/m²; Giá T7/24: 202 tr/m²; Giá T8/24: 196 tr/m²; Giá T9/24: 204 tr/m²; Giá T10/24: 222 tr/m²;  ,83 392; 90 342; 80 401; 104 415; 79 358; 95 350; 95 340; 94 322; 96 311; 94 302; 84 300; 105 320; 88 291; 91 297; 108 263; 130 294; 120 332; 112 354; 112 324; 120 336; 126 317; 129 322; 101 329; 116 320; 115 414
Phường Tứ Liên,Tây Hồ,Hà Nội,Không có thông tin,Không có thông tin,Nhà riêng tại phường Tứ Liên,"50,6 m²","7,3 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,"4,28 m",Bắc,Không có thông tin,Đường vào: 8 m; Số tầng: 2 tầng,Giá T10/22: 138 tr/m²; Giá T11/22: 131 tr/m²; Giá T12/22: 135 tr/m²; Giá T1/23: 143 tr/m²; Giá T2/23: 124 tr/m²; Giá T3/23: 118 tr/m²; Giá T4/23: 140 tr/m²; Giá T5/23: 139 tr/m²; Giá T6/23: 122 tr/m²; Giá T7/23: 127 tr/m²; Giá T8/23: 129 tr/m²; Giá T9/23: 140 tr/m²; Giá T10/23: 146 tr/m²; Giá T11/23: 148 tr/m²; Giá T12/23: 145 tr/m²; Giá T1/24: 142 tr/m²; Giá T2/24: 139 tr/m²; Giá T3/24: 154 tr/m²; Giá T4/24: 166 tr/m²; Giá T5/24: 176 tr/m²; Giá T6/24: 180 tr/m²; Giá T7/24: 174 tr/m²; Giá T8/24: 202 tr/m²; Giá T9/24: 197 tr/m²; Giá T10/24: 212 tr/m²;  ,87 224; 93 198; 95 209; 83 229; 89 193; 79 175; 89 244; 107 222; 88 198; 99 200; 92 208; 87 228; 86 248; 90 237; 109 226; 112 222; 99 204; 108 235; 112 260; 117 270; 121 267; 112 268; 141 281; 130 281; 131 353
