Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Tên dự án,Chủ đầu tư,Diện tích,Số căn hộ,Số tòa,Pháp lý,Link ảnh,Tiện ích,Project ID,Lịch sử giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Sunshine Riverside,Công ty CP Tập đoàn Sunshine,3.773 m²,932 căn,3 tòa,Sổ hồng lâu dài,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2021/06/29/20210629135959-720b.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629135951-dea9.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629135948-12c8.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629122246-bcb3.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629135959-720b.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629135951-dea9.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629135948-12c8.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629122246-bcb3.jpg']","['Phòng Gym', 'Phòng Yoga', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Phòng sinh hoạt', 'Vui chơi trẻ em', 'Siêu thị', 'Cửa hàng tiện lợi', 'Lễ tân', 'Spa', 'Coffee', 'Trường mẫu giáo', 'Trường tiểu học', 'ATM & Ngân hàng', 'Nhà hàng', 'Thang máy', 'Trung tâm thương mại', '']",2632,"Giá T10/22: 46,8 tr/m²; Giá T11/22: 46,3 tr/m²; Giá T12/22: 46,4 tr/m²; Giá T1/23: 45,6 tr/m²; Giá T2/23: 46,6 tr/m²; Giá T3/23: 45,3 tr/m²; Giá T4/23: 44,4 tr/m²; Giá T5/23: 46 tr/m²; Giá T6/23: 47,4 tr/m²; Giá T7/23: 48,2 tr/m²; Giá T8/23: 48,7 tr/m²; Giá T9/23: 50 tr/m²; Giá T10/23: 50 tr/m²; Giá T11/23: 50 tr/m²; Giá T12/23: 50,7 tr/m²; Giá T1/24: 51,5 tr/m²; Giá T2/24: 51,7 tr/m²; Giá T3/24: 55 tr/m²; Giá T4/24: 60 tr/m²; Giá T5/24: 61,3 tr/m²; Giá T6/24: 60,6 tr/m²; Giá T7/24: 64,6 tr/m²; Giá T8/24: 67,6 tr/m²; Giá T9/24: 70,9 tr/m²; Giá T10/24: 71,9 tr/m²;  "
Phường Phú Thượng,Tây Hồ,Hà Nội,D’. El Dorado,Tân Hoàng Minh Group,1.263 m²,448 căn,1 tòa,Sổ hồng lâu dài,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2021/06/29/20210629155549-fcd6.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629155544-4360.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629155504-2bc1.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629155459-740f.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629155451-e3da.jpg', 'https://file4.batdongsan.com.vn/2021/06/29/20210629155445-f7a5.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629155549-fcd6.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629155544-4360.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629155504-2bc1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629155459-740f.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629155451-e3da.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/06/29/20210629155445-f7a5.jpg']","['Phòng Gym', 'Phòng Yoga', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Phòng sinh hoạt', 'Siêu thị', 'Cửa hàng tiện lợi', 'Lễ tân', 'Spa', 'Coffee', 'ATM & Ngân hàng', 'Nhà hàng', 'Thang máy', 'Trung tâm thương mại', '']",2666,"Giá T10/22: 77,4 tr/m²; Giá T11/22: 71,6 tr/m²; Giá T12/22: 82,7 tr/m²; Giá T1/23: 60,6 tr/m²; Giá T2/23: 77,4 tr/m²; Giá T3/23: 74,1 tr/m²; Giá T4/23: 73,2 tr/m²; Giá T5/23: 109,5 tr/m²; Giá T6/23: 58,5 tr/m²; Giá T7/23: 107,8 tr/m²; Giá T8/23: 99,1 tr/m²; Giá T9/23: 84 tr/m²; Giá T10/23: 95 tr/m²; Giá T11/23: 81,4 tr/m²; Giá T12/23: 74,8 tr/m²; Giá T1/24: 65,8 tr/m²; Giá T2/24: 72,3 tr/m²; Giá T3/24: 100,6 tr/m²; Giá T4/24: 74,4 tr/m²; Giá T5/24: 85,5 tr/m²; Giá T6/24: 87,5 tr/m²; Giá T7/24: 87,3 tr/m²; Giá T8/24: 88,1 tr/m²; Giá T9/24: 92,7 tr/m²; Giá T10/24: 96,8 tr/m²;  "
Phường Phú Thượng,Tây Hồ,Hà Nội,PentStudio,Công ty TNHH Đầu tư C.T.L,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2017/07/14/0I4XNtd4/20170714092909-8e70.jpg', 'https://file4.batdongsan.com.vn/2017/07/14/0I4XNtd4/20170714092915-6b53.jpg', 'https://file4.batdongsan.com.vn/2017/07/14/0I4XNtd4/20170714112128-6bd2.jpg', 'https://file4.batdongsan.com.vn/2017/07/14/0I4XNtd4/20170714112137-4182.jpg', 'https://file4.batdongsan.com.vn/2017/07/14/0I4XNtd4/20170714112143-12cb.jpg', 'https://file4.batdongsan.com.vn/2017/07/14/0I4XNtd4/20170714112151-b3bc.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/14/0I4XNtd4/20170714092909-8e70.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/14/0I4XNtd4/20170714092915-6b53.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/14/0I4XNtd4/20170714112128-6bd2.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/14/0I4XNtd4/20170714112137-4182.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/14/0I4XNtd4/20170714112143-12cb.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/14/0I4XNtd4/20170714112151-b3bc.jpg']",['Không có thông tin'],2988,"Giá T11/22: 53,3 tr/m²; Giá T12/22: 63,1 tr/m²; Giá T1/23: 69,6 tr/m²; Giá T2/23: 64,4 tr/m²; Giá T3/23: 67,9 tr/m²; Giá T3/23: 67,9 tr/m²; Giá T4/23: 70,5 tr/m²; Giá T5/23: 65,6 tr/m²; Giá T6/23: 63,5 tr/m²; Giá T7/23: 63,2 tr/m²; Giá T8/23: 63,2 tr/m²; Giá T9/23: 63 tr/m²; Giá T10/23: 63,8 tr/m²; Giá T11/23: 65,8 tr/m²; Giá T12/23: 69,6 tr/m²; Giá T1/24: 69,3 tr/m²; Giá T2/24: 65,8 tr/m²; Giá T3/24: 69 tr/m²; Giá T4/24: 74,5 tr/m²; Giá T5/24: 71,4 tr/m²; Giá T6/24: 76,6 tr/m²; Giá T7/24: 84,9 tr/m²; Giá T8/24: 79,8 tr/m²; Giá T9/24: 81,2 tr/m²; Giá T10/24: 82,8 tr/m²;  "
Phường Đằng Hải,Hải An,Hải Phòng,Golden Crown Hai Phong,Đang cập nhật,"1,3 ha",1.093 căn,1 tòa,Sở hữu lâu dài,"['https://file4.batdongsan.com.vn/2024/02/28/20240228101332-5f89_wm.jpg', 'https://file4.batdongsan.com.vn/2024/02/28/20240228101324-742d_wm.jpg', 'https://file4.batdongsan.com.vn/2024/02/28/20240228101312-3bd1_wm.jpg', 'https://file4.batdongsan.com.vn/2024/02/28/20240228101307-5474_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2024/02/28/20240228101332-5f89_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2024/02/28/20240228101324-742d_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2024/02/28/20240228101312-3bd1_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2024/02/28/20240228101307-5474_wm.jpg']",['Không có thông tin'],6027,Không có dữ liệu lịch sử giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Khu đô thị Nam Thăng Long - Ciputra,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"394,14 ha",Không có thông tin,Không có thông tin,Sổ hồng và sổ đỏ từng căn,"['https://file4.batdongsan.com.vn/2023/08/10/20230810143756-9c3b_wm.jpg', 'https://file4.batdongsan.com.vn/2016/09/20/rSV267QK/20160920153719-8568.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081316-0441.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081332-0b15.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081340-6282.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081351-1e12.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081359-93d1.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081410-4746.jpg', 'https://file4.batdongsan.com.vn/2017/04/17/0I4XNtd4/20170417081439-79cf.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/08/10/20230810143756-9c3b_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/20/rSV267QK/20160920153719-8568.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081316-0441.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081332-0b15.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081340-6282.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081351-1e12.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081359-93d1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081410-4746.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/17/0I4XNtd4/20170417081439-79cf.jpg']","['Phòng sinh hoạt', 'Vui chơi trẻ em', 'Siêu thị', 'Cửa hàng tiện lợi', 'Lễ tân', 'Spa', 'Coffee', 'Trường mẫu giáo', 'Trường tiểu học', 'Nhà hàng', 'Trạm y tế', 'Thang máy', 'Trung tâm thương mại', 'Bãi đỗ xe', 'Sân Tennis', 'Sân bóng rổ', 'Sân bóng đá', 'Công viên', 'Đường chạy bộ', 'Phòng Gym', 'Phòng Yoga', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Hồ bơi vô cực', '']",2,"Giá T10/22: 43,5 tr/m²; Giá T11/22: 43,3 tr/m²; Giá T12/22: 45,4 tr/m²; Giá T1/23: 43,1 tr/m²; Giá T2/23: 46 tr/m²; Giá T3/23: 46,2 tr/m²; Giá T4/23: 43,7 tr/m²; Giá T5/23: 43,7 tr/m²; Giá T6/23: 47 tr/m²; Giá T7/23: 44,3 tr/m²; Giá T8/23: 44,7 tr/m²; Giá T9/23: 45,8 tr/m²; Giá T10/23: 46,7 tr/m²; Giá T11/23: 46,9 tr/m²; Giá T12/23: 47,3 tr/m²; Giá T1/24: 47,8 tr/m²; Giá T2/24: 45,5 tr/m²; Giá T3/24: 50,8 tr/m²; Giá T4/24: 55,3 tr/m²; Giá T5/24: 59,6 tr/m²; Giá T6/24: 57,9 tr/m²; Giá T7/24: 63,2 tr/m²; Giá T8/24: 62,4 tr/m²; Giá T9/24: 66,3 tr/m²; Giá T10/24: 72 tr/m²;  "
Phường Phú Thượng,Tây Hồ,Hà Nội,Endless Skyline West Lake,Công ty CP Nam Hưng - Nahucorp,2.140 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://file4.batdongsan.com.vn/2023/09/25/20230925120632-8fa9_wm.jpg', 'https://file4.batdongsan.com.vn/2023/09/25/20230925104630-fe52_wm.jpg', 'https://file4.batdongsan.com.vn/2023/09/25/20230925104626-4176_wm.jpg', 'https://file4.batdongsan.com.vn/2023/09/25/20230925104619-6b63_wm.jpg', 'https://file4.batdongsan.com.vn/2023/09/25/20230925104611-1ece_wm.jpg', 'https://file4.batdongsan.com.vn/2023/09/25/20230925104606-e1b6_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/09/25/20230925120632-8fa9_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/09/25/20230925104630-fe52_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/09/25/20230925104626-4176_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/09/25/20230925104619-6b63_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/09/25/20230925104611-1ece_wm.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2023/09/25/20230925104606-e1b6_wm.jpg']",['Không có thông tin'],5911,Không có dữ liệu lịch sử giá
Phường Mỹ Hải,Phan Rang - Tháp Chàm,Ninh Thuận.,Bình Sơn Ocean Park,Đang cập nhật,"50,2 ha",Không có thông tin,Không có thông tin,Không có thông tin,"['https://file4.batdongsan.com.vn/2016/09/16/lGk9zKqg/20160916150411-c0df.jpg', 'https://file4.batdongsan.com.vn/2016/09/16/lGk9zKqg/20160916150418-ba0c.jpg', 'https://file4.batdongsan.com.vn/2016/09/16/lGk9zKqg/20160916150425-f659.jpg', 'https://file4.batdongsan.com.vn/2017/09/27/0I4XNtd4/20170927093322-4fb3.jpg', 'https://file4.batdongsan.com.vn/2017/09/27/0I4XNtd4/20170927093328-5be7.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/16/lGk9zKqg/20160916150411-c0df.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/16/lGk9zKqg/20160916150418-ba0c.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/16/lGk9zKqg/20160916150425-f659.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/09/27/0I4XNtd4/20170927093322-4fb3.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/09/27/0I4XNtd4/20170927093328-5be7.jpg']",['Không có thông tin'],2626,Không có dữ liệu lịch sử giá
Phường Xuân La,Tây Hồ,Hà Nội,KĐT Tây Hồ Tây - Starlake Hà Nội,Công ty TNHH Phát triển T.H.T,186 ha,Không có thông tin,Không có thông tin,Sở hữu lâu dài đối với người Việt. Người nước ngoài sở hữu 50 năm,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2021/07/21/20210721145317-333f.jpg', 'https://file4.batdongsan.com.vn/2021/07/21/20210721145508-9651.jpg', 'https://file4.batdongsan.com.vn/2021/07/21/20210721145503-c1b3.jpg', 'https://file4.batdongsan.com.vn/2021/07/21/20210721145501-ee3c.jpg', 'https://file4.batdongsan.com.vn/2021/07/21/20210721145455-4b8d.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/07/21/20210721145317-333f.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/07/21/20210721145508-9651.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/07/21/20210721145503-c1b3.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/07/21/20210721145501-ee3c.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2021/07/21/20210721145455-4b8d.jpg']","['Trường mẫu giáo', 'Trường tiểu học', 'Nhà hàng', 'Thang máy', 'Bãi đỗ xe', 'Sân Tennis', 'Sân bóng rổ', 'Sân bóng đá', 'BBQ', 'Công viên', 'Đường chạy bộ', 'Phòng Gym', 'Phòng Yoga', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Phòng sinh hoạt', 'Vui chơi trẻ em', 'Siêu thị', 'Cửa hàng tiện lợi', 'Lễ tân', 'Spa', 'Coffee', '']",2132,"Giá T10/22: 77,2 tr/m²; Giá T11/22: 66,7 tr/m²; Giá T12/22: 77,9 tr/m²; Giá T1/23: 93,5 tr/m²; Giá T2/23: 77,4 tr/m²; Giá T3/23: 93,2 tr/m²; Giá T4/23: 90,9 tr/m²; Giá T5/23: 90,1 tr/m²; Giá T6/23: 84,8 tr/m²; Giá T7/23: 84,5 tr/m²; Giá T8/23: 90,3 tr/m²; Giá T9/23: 82,2 tr/m²; Giá T10/23: 82,8 tr/m²; Giá T11/23: 83,2 tr/m²; Giá T12/23: 94,1 tr/m²; Giá T1/24: 92,5 tr/m²; Giá T2/24: 94,4 tr/m²; Giá T3/24: 101,1 tr/m²; Giá T4/24: 114 tr/m²; Giá T5/24: 112 tr/m²; Giá T6/24: 115 tr/m²; Giá T7/24: 117,4 tr/m²; Giá T8/24: 123,7 tr/m²; Giá T9/24: 131,9 tr/m²; Giá T10/24: 132,5 tr/m²;  "
Phường Phú Thượng,Tây Hồ,Hà Nội,Noble Crystal Tây Hồ,Công ty CP Tập đoàn Sunshine,152.644 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220150618-4a9d.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220150623-730b.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220150629-b8ac.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160412-b618.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160420-1d00.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160427-00ac.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160435-8594.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160441-1971.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160448-c3d8.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160455-9a4c.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160503-aeb1.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160510-b531.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160519-46bc.jpg', 'https://file4.batdongsan.com.vn/2018/12/20/hmcVYWuR/20181220160528-9cd5.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220150618-4a9d.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220150623-730b.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220150629-b8ac.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160412-b618.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160420-1d00.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160427-00ac.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160435-8594.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160441-1971.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160448-c3d8.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160455-9a4c.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160503-aeb1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160510-b531.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160519-46bc.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/12/20/hmcVYWuR/20181220160528-9cd5.jpg']","['Bãi đỗ xe', 'Phòng Gym', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Vui chơi trẻ em', 'Siêu thị', 'Lễ tân', '']",4025,"Giá Q4/22: 61,1 tr/m²; Giá Q4/22: 61,1 tr/m²; Giá Q4/22: 61,1 tr/m²; Giá Q1/23: 61,1 tr/m²; Giá Q1/23: 61,1 tr/m²; Giá Q1/23: 61,1 tr/m²; Giá Q2/23: 61,1 tr/m²; Giá Q2/23: 61,1 tr/m²; Giá Q2/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q3/23: 61,1 tr/m²; Giá Q4/23: 61,1 tr/m²; Giá Q4/23: 61,1 tr/m²; Giá Q4/23: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q1/24: 61,1 tr/m²; Giá Q2/24: 61,1 tr/m²; Giá Q2/24: 61,1 tr/m²; Giá Q2/24: 61,1 tr/m²; Giá Q3/24: 197,4 tr/m²; Giá Q3/24: 197,4 tr/m²;  "
Phường Thụy Khuê,Tây Hồ,Hà Nội,Sun Grand City,Tập đoàn Sun Group,"1,6 ha",Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/08/26/eGYiO6Tq/20160826134428-b581.jpg', 'https://file4.batdongsan.com.vn/2016/08/26/eGYiO6Tq/20160826134439-d62b.jpg', 'https://file4.batdongsan.com.vn/2016/08/26/eGYiO6Tq/20160826134453-c863.jpg', 'https://file4.batdongsan.com.vn/2016/09/28/eGYiO6Tq/20160928133024-946e.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/26/eGYiO6Tq/20160826134428-b581.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/26/eGYiO6Tq/20160826134439-d62b.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/26/eGYiO6Tq/20160826134453-c863.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/28/eGYiO6Tq/20160928133024-946e.jpg']",['Không có thông tin'],2420,"Giá T10/22: 89,1 tr/m²; Giá T11/22: 87,9 tr/m²; Giá T12/22: 84,8 tr/m²; Giá T1/23: 84,3 tr/m²; Giá T2/23: 81,2 tr/m²; Giá T3/23: 83,3 tr/m²; Giá T4/23: 84,2 tr/m²; Giá T5/23: 84,7 tr/m²; Giá T6/23: 85,6 tr/m²; Giá T7/23: 103,3 tr/m²; Giá T8/23: 91,5 tr/m²; Giá T9/23: 90 tr/m²; Giá T10/23: 100 tr/m²; Giá T11/23: 96,6 tr/m²; Giá T12/23: 102,2 tr/m²; Giá T1/24: 93 tr/m²; Giá T2/24: 132,3 tr/m²; Giá T3/24: 119,7 tr/m²; Giá T4/24: 115,1 tr/m²; Giá T5/24: 109,1 tr/m²; Giá T6/24: 107 tr/m²; Giá T7/24: 112,5 tr/m²; Giá T8/24: 112,5 tr/m²; Giá T9/24: 135,1 tr/m²; Giá T10/24: 151,9 tr/m²;  "
Phường Xuân La,Tây Hồ,Hà Nội,Ecolife Tây Hồ,Công ty CP Đầu tư và Thương mại Thủ Đô,4.032 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/08/25/us6Zzrro/20160825160146-2dcb.jpg', 'https://file4.batdongsan.com.vn/2016/08/25/us6Zzrro/20160825160205-3b3a.jpg', 'https://file4.batdongsan.com.vn/2016/09/27/us6Zzrro/20160927153746-f91c.jpg', 'https://file4.batdongsan.com.vn/2016/08/02/us6Zzrro/20160802181239-37a3.jpg', 'https://file4.batdongsan.com.vn/2016/08/02/us6Zzrro/20160802181250-2f42.jpg', 'https://file4.batdongsan.com.vn/2016/08/02/us6Zzrro/20160802181259-57d8.jpg', 'https://file4.batdongsan.com.vn/2017/03/18/0I4XNtd4/20170318103152-7379.jpg', 'https://file4.batdongsan.com.vn/2017/03/18/0I4XNtd4/20170318103159-5bce.jpg', 'https://file4.batdongsan.com.vn/2017/03/18/0I4XNtd4/20170318103206-9a98.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/25/us6Zzrro/20160825160146-2dcb.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/25/us6Zzrro/20160825160205-3b3a.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/27/us6Zzrro/20160927153746-f91c.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/02/us6Zzrro/20160802181239-37a3.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/02/us6Zzrro/20160802181250-2f42.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/02/us6Zzrro/20160802181259-57d8.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/03/18/0I4XNtd4/20170318103152-7379.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/03/18/0I4XNtd4/20170318103159-5bce.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/03/18/0I4XNtd4/20170318103206-9a98.jpg']",['Không có thông tin'],2471,"Giá T10/22: 45 tr/m²; Giá T11/22: 42,5 tr/m²; Giá T12/22: 42 tr/m²; Giá T1/23: 42,3 tr/m²; Giá T2/23: 44,8 tr/m²; Giá T3/23: 43,1 tr/m²; Giá T4/23: 44,2 tr/m²; Giá T5/23: 44,6 tr/m²; Giá T6/23: 46,1 tr/m²; Giá T7/23: 44 tr/m²; Giá T8/23: 46,9 tr/m²; Giá T9/23: 50 tr/m²; Giá T10/23: 49,2 tr/m²; Giá T11/23: 49,2 tr/m²; Giá T12/23: 51 tr/m²; Giá T1/24: 53,2 tr/m²; Giá T2/24: 55 tr/m²; Giá T3/24: 55,7 tr/m²; Giá T4/24: 59,9 tr/m²; Giá T5/24: 61,9 tr/m²; Giá T6/24: 62,5 tr/m²; Giá T7/24: 65,3 tr/m²; Giá T8/24: 67,5 tr/m²; Giá T9/24: 70 tr/m²; Giá T10/24: 73,2 tr/m²;  "
