Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Tên dự án,Chủ đầu tư,Diện tích,Số căn hộ,Số tòa,Pháp lý,Link ảnh,Tiện ích,Project ID,Lịch sử giá
Nhân Chính,Thanh Xuân,Hà Nội,Star City Lê Văn Lương,OCEAN GROUP - Tập Đoàn Đại Dương,2.234 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/06/15/0I4XNtd4/20160615151649-8ee1.jpg', 'https://file4.batdongsan.com.vn/2016/08/26/eGYiO6Tq/20160826132145-cb78.jpg', 'https://file4.batdongsan.com.vn/2016/09/28/eGYiO6Tq/20160928115132-a973.jpg', 'https://file4.batdongsan.com.vn/2016/08/02/eGYiO6Tq/20160802074333-00b8.jpg', 'https://file4.batdongsan.com.vn/2016/09/06/eGYiO6Tq/20160906110741-db87.jpg', 'https://file4.batdongsan.com.vn/2016/09/06/eGYiO6Tq/20160906110755-bc62.jpg', 'https://file4.batdongsan.com.vn/2016/09/06/eGYiO6Tq/20160906110808-4a63.jpg', 'https://file4.batdongsan.com.vn/2016/09/06/eGYiO6Tq/20160906110821-7457.jpg', 'https://file4.batdongsan.com.vn/2016/09/06/eGYiO6Tq/20160906110830-8643.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/06/15/0I4XNtd4/20160615151649-8ee1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/26/eGYiO6Tq/20160826132145-cb78.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/28/eGYiO6Tq/20160928115132-a973.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/02/eGYiO6Tq/20160802074333-00b8.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/06/eGYiO6Tq/20160906110741-db87.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/06/eGYiO6Tq/20160906110755-bc62.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/06/eGYiO6Tq/20160906110808-4a63.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/06/eGYiO6Tq/20160906110821-7457.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/06/eGYiO6Tq/20160906110830-8643.jpg']",['Không có thông tin'],576,"Giá Q3/22: 35,3 tr/m²; Giá Q3/22: 35,3 tr/m²; Giá Q4/22: 36,9 tr/m²; Giá Q4/22: 36,9 tr/m²; Giá Q4/22: 36,9 tr/m²; Giá Q1/23: 36 tr/m²; Giá Q1/23: 36 tr/m²; Giá Q1/23: 36 tr/m²; Giá Q2/23: 36,6 tr/m²; Giá Q2/23: 36,6 tr/m²; Giá Q2/23: 36,6 tr/m²; Giá Q3/23: 37 tr/m²; Giá Q3/23: 37 tr/m²; Giá Q3/23: 37 tr/m²; Giá Q4/23: 40 tr/m²; Giá Q4/23: 40 tr/m²; Giá Q4/23: 40 tr/m²; Giá Q1/24: 45,6 tr/m²; Giá Q1/24: 45,6 tr/m²; Giá Q1/24: 45,6 tr/m²; Giá Q2/24: 51,2 tr/m²; Giá Q2/24: 51,2 tr/m²; Giá Q2/24: 51,2 tr/m²; Giá Q3/24: 55,7 tr/m²; Giá Q3/24: 55,7 tr/m²;  "
Phường Khương Đình,Thanh Xuân,Hà Nội,Riverside Garden,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam,3.606 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/07/05/0I4XNtd4/20160705090638-bd52.jpg', 'https://file4.batdongsan.com.vn/2016/07/05/0I4XNtd4/20160705090737-da6e.jpg', 'https://file4.batdongsan.com.vn/2016/07/05/0I4XNtd4/20160705090752-f374.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103631-56c4.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103631-fb16.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103638-1a34.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103638-c7f2.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103631-31e7.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103631-79b3.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103807-290a.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103807-0efc.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103807-889e.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/RigI3kCz/20160729103807-cad5.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/05/0I4XNtd4/20160705090638-bd52.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/05/0I4XNtd4/20160705090737-da6e.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/05/0I4XNtd4/20160705090752-f374.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103631-56c4.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103631-fb16.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103638-1a34.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103638-c7f2.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103631-31e7.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103631-79b3.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103807-290a.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103807-0efc.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103807-889e.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/RigI3kCz/20160729103807-cad5.jpg']",['Không có thông tin'],2567,"Giá T10/22: 43,9 tr/m²; Giá T11/22: 44,3 tr/m²; Giá T12/22: 42,7 tr/m²; Giá T1/23: 42,1 tr/m²; Giá T2/23: 43,1 tr/m²; Giá T3/23: 44,4 tr/m²; Giá T4/23: 43,5 tr/m²; Giá T5/23: 43,8 tr/m²; Giá T6/23: 42 tr/m²; Giá T7/23: 43,6 tr/m²; Giá T8/23: 43,9 tr/m²; Giá T9/23: 45,2 tr/m²; Giá T10/23: 43,3 tr/m²; Giá T11/23: 46,1 tr/m²; Giá T12/23: 47,7 tr/m²; Giá T1/24: 45,5 tr/m²; Giá T2/24: 50,6 tr/m²; Giá T3/24: 53,5 tr/m²; Giá T4/24: 59 tr/m²; Giá T5/24: 57,1 tr/m²; Giá T6/24: 56,9 tr/m²; Giá T7/24: 58,8 tr/m²; Giá T8/24: 57,9 tr/m²; Giá T9/24: 58,9 tr/m²; Giá T10/24: 62,4 tr/m²;  "
Phường Nhân Chính,Thanh Xuân,Hà Nội,HDI Homes Nguyễn Tuân,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,1.993 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://file4.batdongsan.com.vn/2016/10/11/0I4XNtd4/20161011134441-f420.jpg', 'https://file4.batdongsan.com.vn/2016/10/11/0I4XNtd4/20161011134446-b936.jpg', 'https://file4.batdongsan.com.vn/2016/10/11/0I4XNtd4/20161011134453-f2a5.jpg', 'https://file4.batdongsan.com.vn/2016/10/11/0I4XNtd4/20161011142118-5918.jpg', 'https://file4.batdongsan.com.vn/2016/10/11/0I4XNtd4/20161011142126-69fc.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/11/0I4XNtd4/20161011134441-f420.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/11/0I4XNtd4/20161011134446-b936.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/11/0I4XNtd4/20161011134453-f2a5.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/11/0I4XNtd4/20161011142118-5918.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/11/0I4XNtd4/20161011142126-69fc.jpg']",['Không có thông tin'],2656,Không có dữ liệu lịch sử giá
Phường Hạ Đình,Thanh Xuân,Hà Nội,Khu đô thị mới Hạ Đình,Công ty CP Xây dựng Lắp máy Điện nước Hà Nội,7.490 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/09/19/lGk9zKqg/20160919144521-e0cc.jpg', 'https://file4.batdongsan.com.vn/2016/09/19/lGk9zKqg/20160919144531-5156.jpg', 'https://file4.batdongsan.com.vn/2017/04/13/0I4XNtd4/20170413152351-8591.jpg', 'https://file4.batdongsan.com.vn/2017/04/13/0I4XNtd4/20170413152357-8aed.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/19/lGk9zKqg/20160919144521-e0cc.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/19/lGk9zKqg/20160919144531-5156.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/13/0I4XNtd4/20170413152351-8591.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/13/0I4XNtd4/20170413152357-8aed.jpg']",['Không có thông tin'],1882,"Giá Q4/22: 239,3 tr/m²; Giá Q4/22: 239,3 tr/m²; Giá Q4/22: 239,3 tr/m²; Giá Q1/23: 192,4 tr/m²; Giá Q1/23: 192,4 tr/m²; Giá Q1/23: 192,4 tr/m²; Giá Q2/23: 213,9 tr/m²; Giá Q2/23: 213,9 tr/m²; Giá Q2/23: 213,9 tr/m²; Giá Q3/23: 219,4 tr/m²; Giá Q3/23: 219,4 tr/m²; Giá Q3/23: 219,4 tr/m²; Giá Q3/23: 219,4 tr/m²; Giá Q4/23: 220,5 tr/m²; Giá Q4/23: 220,5 tr/m²; Giá Q4/23: 220,5 tr/m²; Giá Q1/24: 234,5 tr/m²; Giá Q1/24: 234,5 tr/m²; Giá Q1/24: 234,5 tr/m²; Giá Q1/24: 234,5 tr/m²; Giá Q2/24: 287,2 tr/m²; Giá Q2/24: 287,2 tr/m²; Giá Q2/24: 287,2 tr/m²; Giá Q3/24: 346 tr/m²; Giá Q3/24: 346 tr/m²;  "
Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,Honor Village,Đang cập nhật,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"['https://file4.batdongsan.com.vn/2020/06/08/hmcVYWuR/20200608100450-8be7.jpg', 'https://file4.batdongsan.com.vn/2020/06/08/hmcVYWuR/20200608100458-aee6.jpg', 'https://file4.batdongsan.com.vn/2020/06/08/hmcVYWuR/20200608100502-d674.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2020/06/08/hmcVYWuR/20200608100450-8be7.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2020/06/08/hmcVYWuR/20200608100458-aee6.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2020/06/08/hmcVYWuR/20200608100502-d674.jpg']",['Không có thông tin'],4947,Không có dữ liệu lịch sử giá
Thanh Xuân Bắc,Thanh Xuân,Hà Nội,Chung cư 282 Nguyễn Huy Tưởng,Công ty Xây dựng số 3 Hà Nội,800 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2015/11/09/hmcVYWuR/20151109133434-a48b.jpg', 'https://file4.batdongsan.com.vn/2016/09/01/0I4XNtd4/20160901183154-1b37.jpg', 'https://file4.batdongsan.com.vn/2016/09/01/0I4XNtd4/20160901183201-4a05.jpg', 'https://file4.batdongsan.com.vn/2016/10/25/0I4XNtd4/20161025090706-cabc.jpg', 'https://file4.batdongsan.com.vn/2016/10/25/0I4XNtd4/20161025090718-d20c.jpg', 'https://file4.batdongsan.com.vn/2016/10/25/0I4XNtd4/20161025090730-ba7e.jpg', 'https://file4.batdongsan.com.vn/2016/10/25/0I4XNtd4/20161025090744-f35d.jpg', 'https://file4.batdongsan.com.vn/2016/10/25/0I4XNtd4/20161025090756-f775.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2015/11/09/hmcVYWuR/20151109133434-a48b.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/01/0I4XNtd4/20160901183154-1b37.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/01/0I4XNtd4/20160901183201-4a05.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/25/0I4XNtd4/20161025090706-cabc.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/25/0I4XNtd4/20161025090718-d20c.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/25/0I4XNtd4/20161025090730-ba7e.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/25/0I4XNtd4/20161025090744-f35d.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/25/0I4XNtd4/20161025090756-f775.jpg']",['Không có thông tin'],2305,Không có dữ liệu lịch sử giá
Phường Thanh Xuân Nam,Thanh Xuân,Hà Nội,Chung cư PCC1 Triều Khúc,Công ty CP Xây lắp Điện 1,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"['https://file4.batdongsan.com.vn/2018/11/19/hmcVYWuR/20181119145444-fef1.jpg', 'https://file4.batdongsan.com.vn/2018/11/19/hmcVYWuR/20181119154818-907f.jpg', 'https://file4.batdongsan.com.vn/2018/11/19/hmcVYWuR/20181119154826-d655.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/11/19/hmcVYWuR/20181119145444-fef1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/11/19/hmcVYWuR/20181119154818-907f.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/11/19/hmcVYWuR/20181119154826-d655.jpg']",['Không có thông tin'],3956,Không có dữ liệu lịch sử giá
Phường Thượng Đình,Thanh Xuân,Hà Nội,Tổ hợp 108 Nguyễn Trãi,Công ty TNHH Một thành viên quản lý và phát triển nhà Hà Nội,"1,85 ha",Không có thông tin,Không có thông tin,Không có thông tin,"['https://file4.batdongsan.com.vn/2016/09/17/lGk9zKqg/20160917152207-847e.jpg', 'https://file4.batdongsan.com.vn/2016/09/17/lGk9zKqg/20160917152221-3779.jpg', 'https://file4.batdongsan.com.vn/2016/10/27/lGk9zKqg/20161027161619-485a.jpg', 'https://file4.batdongsan.com.vn/2017/04/12/0I4XNtd4/20170412135341-84f0.jpg', 'https://file4.batdongsan.com.vn/2017/04/12/0I4XNtd4/20170412135350-4a98.jpg', 'https://file4.batdongsan.com.vn/2017/04/12/0I4XNtd4/20170412135356-cfae.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/17/lGk9zKqg/20160917152207-847e.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/09/17/lGk9zKqg/20160917152221-3779.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/10/27/lGk9zKqg/20161027161619-485a.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/12/0I4XNtd4/20170412135341-84f0.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/12/0I4XNtd4/20170412135350-4a98.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/04/12/0I4XNtd4/20170412135356-cfae.jpg']",['Không có thông tin'],1806,Không có dữ liệu lịch sử giá
Phường Nhân Chính,Thanh Xuân,Hà Nội,Tòa nhà văn phòng Thăng Long,Công ty CP Đầu tư Tài chính Thăng Long,1.530 m²,Không có thông tin,Không có thông tin,Không có thông tin,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/12/03/0I4XNtd4/20161203111422-60a5.jpg', 'https://file4.batdongsan.com.vn/2016/12/03/0I4XNtd4/20161203111428-21d4.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/12/03/0I4XNtd4/20161203111422-60a5.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/12/03/0I4XNtd4/20161203111428-21d4.jpg']",['Không có thông tin'],746,Không có dữ liệu lịch sử giá
Phường Mỗ Lao,Hà Đông,Hà Nội,Mulberry Lane,CapitaLand Development (Việt Nam),"2,45 ha",1.478 căn,5 tòa,Sổ hồng từng căn,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/04/28/0I4XNtd4/20160428132945-f244.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133819-edaf.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133835-e901.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133845-77cf.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133855-bdbc.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133902-1e86.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133912-22f1.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133924-bd83.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803133941-b4ba.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/04/28/0I4XNtd4/20160428132945-f244.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133819-edaf.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133835-e901.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133845-77cf.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133855-bdbc.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133902-1e86.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133912-22f1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133924-bd83.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803133941-b4ba.jpg']","['Bãi đỗ xe', 'Sân Tennis', 'Sân bóng rổ', 'BBQ', 'Công viên', 'Đường chạy bộ', 'Phòng xông hơi', 'Phòng Gym', 'Phòng Yoga', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Phòng sinh hoạt', 'Vui chơi trẻ em', 'Siêu thị', 'Cửa hàng tiện lợi', 'Lễ tân', 'Spa', 'Coffee', 'Nhà hàng', 'Thang máy', '']",577,"Giá T10/22: 34,6 tr/m²; Giá T11/22: 34,3 tr/m²; Giá T12/22: 34,1 tr/m²; Giá T1/23: 34,5 tr/m²; Giá T2/23: 35 tr/m²; Giá T3/23: 35,5 tr/m²; Giá T4/23: 35,1 tr/m²; Giá T5/23: 34,4 tr/m²; Giá T6/23: 34,2 tr/m²; Giá T7/23: 34,3 tr/m²; Giá T8/23: 35,5 tr/m²; Giá T9/23: 35,4 tr/m²; Giá T10/23: 36,3 tr/m²; Giá T11/23: 38 tr/m²; Giá T12/23: 38,9 tr/m²; Giá T1/24: 38,2 tr/m²; Giá T2/24: 41,1 tr/m²; Giá T3/24: 41,7 tr/m²; Giá T4/24: 43,1 tr/m²; Giá T5/24: 44,7 tr/m²; Giá T6/24: 44 tr/m²; Giá T7/24: 44,5 tr/m²; Giá T8/24: 48,9 tr/m²; Giá T9/24: 51,2 tr/m²; Giá T10/24: 57,6 tr/m²;  "
Phường Mỗ Lao,Hà Đông,Hà Nội,Hồ Gươm Plaza,Công ty CP may Hồ Gươm - HOGARSCO,5.250 m²,Không có thông tin,Không có thông tin,Sổ hồng lâu dài,"['https://file4.batdongsan.com.vn/2016/05/11/0I4XNtd4/20160511150613-4f1a.jpg', 'https://file4.batdongsan.com.vn/2016/08/25/us6Zzrro/20160825135200-f427.jpg', 'https://file4.batdongsan.com.vn/2016/08/25/us6Zzrro/20160825135157-3756.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/us6Zzrro/20160729120448-e48f.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/us6Zzrro/20160729120507-bfc0.jpg', 'https://file4.batdongsan.com.vn/2016/07/29/us6Zzrro/20160729120528-5681.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/05/11/0I4XNtd4/20160511150613-4f1a.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/25/us6Zzrro/20160825135200-f427.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/25/us6Zzrro/20160825135157-3756.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/us6Zzrro/20160729120448-e48f.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/us6Zzrro/20160729120507-bfc0.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/07/29/us6Zzrro/20160729120528-5681.jpg']","['Trung tâm thương mại', 'Bãi đỗ xe', 'HT An ninh', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Phòng sinh hoạt', 'Vui chơi trẻ em', 'Siêu thị', 'Cửa hàng tiện lợi', 'Coffee', 'Nhà hàng', 'Thang máy', '']",1059,"Giá T10/22: 39 tr/m²; Giá T11/22: 39 tr/m²; Giá T12/22: 32,4 tr/m²; Giá T1/23: 31,5 tr/m²; Giá T2/23: 35,5 tr/m²; Giá T3/23: 37,8 tr/m²; Giá T4/23: 33,7 tr/m²; Giá T5/23: 34,9 tr/m²; Giá T6/23: 36,7 tr/m²; Giá T7/23: 34,1 tr/m²; Giá T8/23: 35,3 tr/m²; Giá T9/23: 34 tr/m²; Giá T10/23: 35,5 tr/m²; Giá T11/23: 34,1 tr/m²; Giá T12/23: 34,8 tr/m²; Giá T1/24: 36,9 tr/m²; Giá T2/24: 34,6 tr/m²; Giá T3/24: 42,8 tr/m²; Giá T4/24: 40,1 tr/m²; Giá T5/24: 42 tr/m²; Giá T6/24: 42 tr/m²; Giá T7/24: 43 tr/m²; Giá T8/24: 44,3 tr/m²; Giá T9/24: 46 tr/m²; Giá T10/24: 50,8 tr/m²;  "
Phường La Khê,Hà Đông,Hà Nội,HPC Landmark 105,Công ty CP Đầu tư Hải Phát,10.675 m²,Không có thông tin,2 tòa,Sở hữu lâu dài,"['https://staticfile.batdongsan.com.vn/images/avatar/no-image-default.png', 'https://file4.batdongsan.com.vn/2016/03/19/0I4XNtd4/20160319093916-e02a.jpg', 'https://file4.batdongsan.com.vn/2016/08/26/eGYiO6Tq/20160826144317-6fc3.jpg', 'https://file4.batdongsan.com.vn/2017/07/18/0I4XNtd4/20170718142211-a313.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803151736-aac0.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803151749-4b77.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803151811-1975.jpg', 'https://file4.batdongsan.com.vn/2016/08/03/eGYiO6Tq/20160803151825-f5e1.jpg', 'https://file4.batdongsan.com.vn/2018/05/07/0I4XNtd4/20180507110454-e7cf.jpg', 'https://file4.batdongsan.com.vn/2018/05/07/0I4XNtd4/20180507110459-8b69.jpg', 'https://file4.batdongsan.com.vn/2018/05/07/0I4XNtd4/20180507110506-7fa3.jpg', 'https://file4.batdongsan.com.vn/2018/05/07/0I4XNtd4/20180507110512-eb7b.jpg', 'https://file4.batdongsan.com.vn/2018/05/07/0I4XNtd4/20180507110517-b13d.jpg', 'https://staticfile.batdongsan.com.vn/images/ProjectNet/error-image/media-error-image-medium.svg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/03/19/0I4XNtd4/20160319093916-e02a.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/26/eGYiO6Tq/20160826144317-6fc3.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2017/07/18/0I4XNtd4/20170718142211-a313.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803151736-aac0.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803151749-4b77.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803151811-1975.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2016/08/03/eGYiO6Tq/20160803151825-f5e1.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/05/07/0I4XNtd4/20180507110454-e7cf.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/05/07/0I4XNtd4/20180507110459-8b69.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/05/07/0I4XNtd4/20180507110506-7fa3.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/05/07/0I4XNtd4/20180507110512-eb7b.jpg', 'https://file4.batdongsan.com.vn/crop/609x360/2018/05/07/0I4XNtd4/20180507110517-b13d.jpg']","['Bãi đỗ xe', 'Sân bóng rổ', 'Công viên', 'Phòng Gym', 'HT An ninh', 'HT Điều hòa', 'Lối thoát hiểm', 'Hệ thống PCCC', 'Hồ bơi', 'Phòng sinh hoạt', 'Vui chơi trẻ em', 'Siêu thị', 'Cửa hàng tiện lợi', 'Spa', 'Thang máy', '']",2470,"Giá T10/22: 29,1 tr/m²; Giá T11/22: 28,5 tr/m²; Giá T12/22: 28,2 tr/m²; Giá T1/23: 26,7 tr/m²; Giá T2/23: 27,3 tr/m²; Giá T3/23: 28 tr/m²; Giá T4/23: 28 tr/m²; Giá T5/23: 28 tr/m²; Giá T6/23: 28,9 tr/m²; Giá T7/23: 28,8 tr/m²; Giá T8/23: 29,8 tr/m²; Giá T9/23: 30 tr/m²; Giá T10/23: 31,1 tr/m²; Giá T11/23: 33,6 tr/m²; Giá T12/23: 33,6 tr/m²; Giá T1/24: 37,4 tr/m²; Giá T2/24: 39,1 tr/m²; Giá T3/24: 42,7 tr/m²; Giá T4/24: 42,1 tr/m²; Giá T5/24: 41,3 tr/m²; Giá T6/24: 42 tr/m²; Giá T7/24: 42,4 tr/m²; Giá T8/24: 43,3 tr/m²; Giá T9/24: 47,1 tr/m²; Giá T10/24: 53,6 tr/m²;  "
